causas,lon,lat,raca,genero,idade,data,endereco
Stabbing,-76.549224,39.371915,White,Male,45,2009-01-06,2800 Clearview Ave.
Shooting,-76.660525,39.328904,Black,Male,21,2009-01-05,3600 Reisterstown Road
Shooting,-76.578385,39.300176,Black,Male,17,2009-01-05,800 N. Kenwood Ave
Shooting,-76.5562923,39.3377106,Black,Male,20,2009-01-04,4000 Chesmont Ave.
Shooting,-76.5894338,39.3582762,Black,Male,16,2009-01-04,5604 Loch Raven Blvd.
Shooting,-76.589872,39.357749,Black,Female,15,2009-01-04,5600 Loch Raven Blvd.
Shooting,-76.6030256,39.2949307,Black,Male,20,2009-01-02,1100 Orleans St.
Shooting,-76.6028911,39.2949357,Black,Male,22,2009-01-02,1104 Orleans St.
Shooting,-76.581141,39.299224,Black,Male,31,2009-01-02,700 N. Luzerne Ave.
Shooting,-76.5837935,39.2980323,Black,Male,50,2010-12-31,600 N Montford Ave
Shooting,-76.5608432,39.3515737,Unknown,Male,25,2010-12-29,5500 Richard Ave
Shooting,-76.650328,39.286599,Black,Male,20,2010-12-26,2100 Boyd St
Shooting,-76.687246,39.336925,Black,Male,23,2010-12-25,4100 Ridgewood Ave
Shooting,-76.6616705,39.2993098,Black,Male,14,2010-12-23,1000 ashburton st
Shooting,-76.6077905,39.3232279,Black,Male,43,2010-12-22,2900 Mathews st
Shooting,-76.566685,39.291073,Hispanic,Male,29,2010-12-22,3700 Mt. Pleasant Ave
Shooting,-76.606675,39.365945,Black,Male,23,2010-12-18,6000 Majorie Ln
Unknown,-76.5905329,39.324831,Black,Female,42,2010-12-18,1800 29th St
Shooting,-76.579359,39.293326,Hispanic,Male,26,2010-12-18,100 N. Lakewood Ave
Asphyxiation,-76.599048,39.323319,Black,Male,30,2010-12-18,1400 Homestead St
Shooting,-76.5737053,39.299284,Black,Female,38,2010-12-18,3100 Monument St
Other,-76.648311,39.310034,Black,Female,1,2010-12-17,1900 W. North Ave.
Shooting,-76.669111,39.299305,White,Female,25,2010-12-12,1300 N. Franklintown Rd
Shooting,-76.672459,39.342404,Black,Male,24,2010-12-10,3400 Virigina Ave
Shooting,-76.6656913,39.3081958,Black,Male,20,2010-12-08,2800 Westwood Ave
Shooting,-76.590478,39.354425,Black,Male,22,2010-12-07,5300 Loch Raven Blvd
Shooting,-76.588982,39.32566,Black,Male,26,2010-12-03,1900 E. 30th St
Other,-76.609774,39.316378,Black,Female,45,2010-12-03,2400 Greenmount Ave
Shooting,-76.648711,39.284716,Black,Male,15,2010-12-01,200 S. Payson St.
Stabbing,-76.694148,39.339999,Black,Male,61,2010-11-26,4400 Belvieu Ave
Stabbing,-76.644925,39.281213,Black,Male,28,2010-11-24,1800 Eagle St
Blunt Force,-76.557939,39.3253253,Black,Male,29,2010-11-24,4400 Plainfield Ave
Shooting,-76.6827349,39.291748,Black,Male,24,2010-11-23,400 N. Loudon Ave
Stabbing,-76.5673518,39.3182316,White,Male,19,2010-11-23,3500 Juneway
Shooting,-76.6025211,39.3095194,Black,Female,28,2010-11-21,1700 Aisquith St
Shooting,-76.6938795,39.2934379,Black,Male,19,2010-11-20,4600 Edmonson Ave
Shooting,-76.6655294,39.3046231,Black,Male,29,2010-11-19,1500 Poplar Grove St
Shooting,-76.5543899,39.3198085,Black,Male,52,2010-11-18,4700 Haldane Rd
Shooting,-76.649386,39.297681,Black,Male,20,2010-11-17,2000 W. Lanvale St
Stabbing,-76.571831,39.287335,Black,Male,19,2010-11-13,400 SE Ave
Shooting,-76.6470949,39.288383,Black,Male,34,2010-11-13,1900 W. Baltimore St
Shooting,-76.593379,39.337938,Black,Male,25,2010-11-09,1500 Roundhill Rd
Shooting,-76.6301419,39.2911294,Black,Male,21,2010-11-06,800 W. Lexington St
Shooting,-76.6386813,39.2855492,Black,Male,31,2010-11-04,200 S. Woodyear St
Stabbing,-76.5699274,39.3712305,Black,Male,21,2010-11-04,7000 McClean Blvd
Blunt Force,-76.631845,39.262185,Black,Male,44,2010-11-03,2200 Kloman St
Shooting,-76.5982618,39.3183931,Black,Male,53,2010-11-02,2500 Robb St
Shooting,-76.6305442,39.3036101,White,Male,23,2010-11-01,500 Mosher St
Shooting,-76.661723,39.313463,Black,Female,20,2010-10-31,2300 Braddish Ave
Shooting,-76.677949,39.323152,Black,Male,43,2010-10-29,3600 Fairview Ave
Blunt Force,-76.6427822,39.2832609,White,Male,46,2010-10-28,400 S. Vincent St.
Shooting,-76.685323,39.328851,Black,Male,18,2010-10-26,3500 Carsdale Ave
Shooting,-76.647464,39.3079899,Black,Male,63,2010-10-26,1700 McKean Ave
Shooting,-76.6848014,39.3314026,Black,Male,16,2010-10-26,4000 Barrington Rd
Stabbing,-76.590034,39.3078907,Black,Male,48,2010-10-25,2000 E Oliver St
Shooting,-76.58293,39.305076,Black,Male,19,2010-10-25,1200 N Milton Ave
Shooting,-76.5876823,39.2987261,Black,Male,20,2010-10-23,2100 E. Monument St.
Shooting,-76.650299,39.289548,Black,Male,25,2010-10-23,2100 W. Fayette St
Blunt Force,-76.5769531,39.2821907,Black,Male,37,2010-10-16,2800 Hudson St.
Asphyxiation,-76.708865,39.365356,Black,Female,1,2010-10-13,3800 Glengyle Ave
Shooting,-76.650115,39.297827,Black,Male,56,2010-10-13,800 N. Brice St
Shooting,-76.6612493,39.3350643,Black,Male,42,2010-10-11,2600 Shirley Ave
Shooting,-76.657306,39.306378,Black,Male,33,2010-10-10,1600 Warwick Ave
Shooting,-76.667581,39.3073539,Black,Male,46,2010-10-09,3000 Presbury St
Shooting,-76.615036,39.3308882,Black,Male,19,2010-10-09,3500 N Calvert St
Shooting,-76.556821,39.323364,Black,Male,22,2010-10-09,4700 Shamrock Ave
Shooting,-76.6706998,39.336055,Black,Male,51,2010-10-09,3100 Grantley Ave
Stabbing,-76.5731623,39.314393,Black,Male,78,2010-10-08,2600 Edison Highway
Shooting,-76.633442,39.262747,Black,Male,22,2010-10-06,2300 Sidney Ave
Shooting,-76.628785,39.2470044,Black,Female,24,2010-10-05,2700 Claflin Ct
Shooting,-76.6301419,39.2911294,Black,Male,34,2010-09-30,800 W. Lexington St
Shooting,-76.551456,39.319248,Black,Male,28,2010-09-29,5500 Bowleys Lane
Stabbing,-76.6476069,39.310238,Black,Female,36,2010-09-28,1900 mckean ave
Shooting,-76.683372,39.323146,Black,Male,38,2010-09-25,3100 Chelsea Terrace
Shooting,-76.595232,39.307567,Black,Male,31,2010-09-23,1500 N Broadway
Shooting,-76.5747632,39.3207391,Black,Male,20,2010-09-22,3200 Belair Rd
Shooting,-76.599808,39.31554,Black,Male,25,2010-09-19,1200 Bonaparte Ave
Shooting,-76.6770187,39.3204202,Black,Male,28,2010-09-19,2900 Edgewood St
Blunt Force,-76.6419699,39.305813,Black,Female,66,2010-09-17,1500 N. Stricker St
Shooting,-76.5923121,39.2972844,Black,Female,84,2010-09-16,600 N. Wolfe St
Shooting,-76.536126,39.272951,Black,Male,30,2010-09-13,1700 kane st
Shooting,-76.6591965,39.3062237,Black,Male,33,2010-09-09,2600 Baker St
Blunt Force,-76.662218,39.337836,Black,Male,48,2010-09-09,2630 Quantico Ave
Shooting,-76.678781,39.296593,White,Male,35,2010-09-07,800 Allendale St
Shooting,-76.6497219,39.3065694,Black,Male,20,2010-09-03,2000 Baker St
Shooting,-76.658787,39.279966,Black,Female,30,2010-09-02,500 East Lynn Ave
Shooting,-76.566597,39.3294659,Black,Male,31,2010-08-31,4100 Harris Ave
Other,-76.6130978,39.2847284,Unknown,Male,22,2010-08-31,330 S. Calvert St
Shooting,-76.6450917,39.3143516,Black,Male,29,2010-08-30,2700 Parkwood Ave
Blunt Force,-76.651576,39.3174805,Black,Male,44,2010-08-30,2600 Reisterstown Road
Stabbing,-76.6406,39.250383,Black,Male,23,2010-08-28,3300 Annapolis Rd
Blunt Force,-76.6072617,39.3013765,Black,Male,57,2010-08-24,700 E. Eager St
Blunt Force,-76.672103,39.349932,Black,Male,29,2010-08-22,5100 Queensberry Rd
Shooting,-76.576528,39.293783,Hispanic,Male,43,2010-08-21,118 N. Linwood Ave
Blunt Force,-76.578031,39.294954,Hispanic,Male,51,2010-08-21,200 N. Kenwood Ave
Shooting,-76.6273673,39.2946533,Black,Male,39,2010-08-16,700 W. Franklin St
Shooting,-76.61015,39.302824,Black,Male,20,2010-08-15,400 E Chase St
Shooting,-76.603723,39.313214,Black,Male,19,2010-08-14,2000 Robb St
Shooting,-76.605455,39.23951,Black,Male,27,2010-08-13,3500 Horton Ave
Shooting,-76.5722336,39.3192416,Black,Male,35,2010-08-12,3100 Edison Highway
Shooting,-76.682818,39.3279179,Black,Male,58,2010-08-12,3400 Garrison Blvd
Shooting,-76.595276,39.3086259,Black,Male,30,2010-08-11,1600 N. Broadway
Shooting,-76.641621,39.297965,Black,Male,39,2010-08-11,1500 W. Lanvale St
Shooting,-76.5963007,39.3148858,Black,Male,25,2010-08-08,2200 Germania Ave
Blunt Force,-76.646863,39.284467,Asian,Male,30,2010-08-07,1900 McHenry St
Stabbing,-76.6280759,39.3118152,Black,Male,24,2010-08-07,700 Lennox St
Shooting,-76.658509,39.2881974,Black,Male,45,2010-08-07,10 Shipley St
Shooting,-76.5769059,39.322794,Black,Male,20,2010-08-06,2800 Clifton Park Terrace
Shooting,-76.661273,39.338125,Black,Female,20,2010-08-01,2600 Quantico Ave
Shooting,-76.602279,39.312049,Black,Male,70,2010-07-30,1200 E North Ave
Shooting,-76.67946,39.347707,Black,Male,36,2010-07-30,5200 Florence Ave
Shooting,-76.6134299,39.310026,Black,Male,21,2010-07-29,200 E. Fafayette Ave
Blunt Force,-76.663165,39.337439,Black,Male,38,2010-07-29,4200 Pimlico Road
Shooting,-76.7001703,39.2775788,Black,Male,24,2010-07-27,5100 Williston St
Stabbing,-76.565268,39.348279,Black,Male,19,2010-07-27,5100 Harford Rd
Stabbing,-76.6155228,39.3194341,White,Male,23,2010-07-25,2600 St Paul St
Shooting,-76.6009893,39.3072808,Black,Male,30,2010-07-25,1500 Lanhorne Ct
Stabbing,-76.6121988,39.3100045,Black,Male,24,2010-07-24,300 E. Lafayette Ave
Shooting,-76.579593,39.296934,Hispanic,Male,27,2010-07-24,500 N. Lakewood Ave
Shooting,-76.5671287,39.3719092,Black,Male,30,2010-07-23,2300 Perring Manor Rd
Shooting,-76.598972,39.2282734,Black,Male,26,2010-07-22,4200 10th St
Stabbing,-76.6340175,39.292512,Black,Male,42,2010-07-20,300 N. Schroeder St
Shooting,-76.661255,39.331953,Black,Male,27,2010-07-17,3800 Park Heights Ave
Blunt Force,-76.6311042,39.3286183,White,Male,73,2010-07-13,3400 Elm Ave
Shooting,-76.6187211,39.3142564,Black,Female,35,2010-07-12,100 W. 22nd St
Shooting,-76.680807,39.346569,Black,Male,26,2010-07-07,5200 Cuthbert Ave
Shooting,-76.6023089,39.3061389,Black,Male,19,2010-07-06,1500 E. Hoffman St
Shooting,-76.597978,39.319937,Black,Male,17,2010-07-05,2600 Garrett Ave
Shooting,-76.585598,39.302485,Black,Male,30,2010-07-04,1000 N. Patterson Park Ave
Shooting,-76.58385,39.309291,Black,Male,24,2010-07-03,1600 N. Port St
Shooting,-76.639709,39.311543,Black,Male,24,2010-07-03,2400 Druid Hill Ave
Shooting,-76.612071,39.289889,Black,Male,26,2010-07-02,200 E. Baltimore ST
Shooting,-76.6295857,39.3106963,Black,Male,16,2010-07-01,700 W. North Ave
Shooting,-76.596489,39.323512,Black,Male,28,2010-06-29,1500 Carswell St
Shooting,-76.592088,39.313246,Black,Male,23,2010-06-28,2000 N. Wolfe St
Blunt Force,-76.683009,39.344375,Black,Female,47,2010-06-28,5200 St. Charles Ave
Shooting,-76.6590636,39.2888499,Black,Male,28,2010-06-27,2600 W. Fayette ST
Shooting,-76.570522,39.293149,Black,Male,23,2010-06-26,3300 Noble St
Shooting,-76.670073,39.346284,Black,Male,29,2010-06-24,3100 Woodland Ave
Shooting,-76.631473,39.3044023,Black,Male,34,2010-06-23,500 Mc Mechen St
Shooting,-76.572301,39.296275,Black,Male,30,2010-06-21,400 N. East Ave
Shooting,-76.6582819,39.3014946,Black,Male,55,2010-06-20,2500 Winchester St
Shooting,-76.59069,39.312471,Black,Male,19,2010-06-19,1900 Washington St
Shooting,-76.645959,39.296555,Black,Male,33,2010-06-15,700 N. Fulton Ave
Shooting,-76.6274055,39.2450135,Black,Male,25,2010-06-14,2900 Spelman Rd
Shooting,-76.581512,39.294766,Black,Male,25,2010-06-13,200 N. Rose St
Shooting,-76.6018083,39.2936778,Black,Male,22,2010-06-11,1100 New Hope Circle
Asphyxiation,-76.685573,39.299831,Black,Female,83,2010-06-07,1200 N Augusta Ave
Shooting,-76.6166192,39.3009601,Black,Male,32,2010-06-05,1 W. Eager St
Stabbing,-76.5416553,39.3157569,White,Male,44,2010-06-04,6059 Moravia Park Dr
Blunt Force,-76.590569,39.270615,White,Male,31,2010-06-04,1300 Richardson St
Shooting,-76.6457526,39.306702,Black,Male,19,2010-06-01,1601 Bruce Ct
Shooting,-76.6455194,39.2938973,Black,Male,27,2010-06-01,500 N. Fulton Ave
Stabbing,-76.548618,39.317329,Black,Male,43,2010-05-31,4800 Truesdale Ave
Shooting,-76.596521,39.336276,Black,Male,59,2010-05-31,3900 Loch Raven Blvd
Shooting,-76.6499677,39.2859478,Black,Male,30,2010-05-30,68 S. Pulaski St
Shooting,-76.6499677,39.2859478,Black,Male,32,2010-05-30,68 S. Pulaski St
Shooting,-76.6497882,39.2830232,Black,Male,28,2010-05-30,2100 Ramsay St
Shooting,-76.581573,39.295756,Black,Male,18,2010-05-29,400 N. Rose St
Shooting,-76.589004,39.228112,Black,Male,30,2010-05-29,4100 Pennington Ave
Shooting,-76.580751,39.299089,Black,Male,22,2010-05-29,2600 E Monument St
Shooting,-76.579101,39.301423,Black,Male,19,2010-05-24,900 N. Belnord Ave
Shooting,-76.667712,39.309332,Black,Male,19,2010-05-20,3000 W. North Ave
Shooting,-76.691858,39.342034,Black,Male,34,2010-05-20,4300 Elderon Ave
Shooting,-76.5982366,39.2890552,Black,Male,34,2010-05-17,200 S. Spring Ct
Stabbing,-76.590346,39.321939,Black,Male,32,2010-05-15,2824 Harford Rd
Shooting,-76.677399,39.34881,Black,Male,30,2010-05-14,3313 Paton Ave
Shooting,-76.6710882,39.3377003,Black,Male,49,2010-05-12,4300 Daytona Ave
Shooting,-76.6025348,39.3379693,Black,Male,34,2010-05-08,900 North Hill Rd
Shooting,-76.6025348,39.3379693,Black,Male,30,2010-05-08,900 North Hill Rd
Shooting,-76.586784,39.2968819,White,Male,42,2010-05-08,500 N. Collington
Asphyxiation,-76.5943846,39.3266235,White,Female,29,2010-05-07,3200 The Alameda
Blunt Force,-76.6104692,39.2366742,White,Male,36,2010-05-05,3733 s. hanover st
Blunt Force,-76.6339274,39.2910059,White,Male,49,2010-05-05,1000 W. Lexington St
Shooting,-76.650136,39.2858639,Black,Male,29,2010-05-04,2100 Frederick AVe
Shooting,-76.64172,39.289895,Black,Male,16,2010-05-03,1500 W. Fayette St
Shooting,-76.6301419,39.2911294,Black,Male,16,2010-04-29,800 W Lexington St
Shooting,-76.6091749,39.351,Black,Male,30,2010-04-27,500 Chateau Ave
Shooting,-76.636587,39.279215,Black,Male,31,2010-04-26,1200 Bayard St
Shooting,-76.697173,39.332219,Black,Male,18,2010-04-25,4800 Liberty Heights Ave
Shooting,-76.6467119,39.308947,Black,Male,33,2010-04-20,1800 N. Fulton Ave
Shooting,-76.582884,39.304013,Black,Male,30,2010-04-18,1100 N. Milton Ave
Shooting,-76.684427,39.3490091,Black,Male,40,2010-04-18,5400 Narcissus Ave
Blunt Force,-76.589944,39.306779,Black,Female,2,2010-04-17,2000 E. Hoffman St
Shooting,-76.602279,39.312049,Black,Male,23,2010-04-16,1200 E. North Ave
Shooting,-76.7006067,39.3549373,Black,Male,24,2010-04-16,4100 Kenshaw Ave
Shooting,-76.603363,39.311466,Black,Male,21,2010-04-11,1101 E. North Ave
Shooting,-76.6799635,39.3492563,Black,Male,36,2010-04-11,5300 Denmore
Shooting,-76.608928,39.328131,Black,Male,21,2010-04-10,501 E. 33rd St
Shooting,-76.609708,39.323602,Black,Male,72,2010-04-08,2900 Greenmount Ave
Shooting,-76.609227,39.354301,Black,Male,40,2010-04-07,500 Glenwood Ave
Shooting,-76.5714082,39.367069,Black,Male,25,2010-04-06,2200 Fleetwood Ave
Shooting,-76.7013873,39.3095585,Black,Male,27,2010-03-29,1900 Eagle Dr
Shooting,-76.654112,39.2879984,Black,Male,29,2010-03-28,10 N. Calverton Rd
Shooting,-76.581655,39.307039,Black,Male,16,2010-03-27,1400 N. Luzerne Ave
Shooting,-76.5712869,39.3585316,Black,Male,22,2010-03-23,2200 Roselawn
Shooting,-76.580932,39.30657,Black,Male,20,2010-03-22,2600 Grogan Ave
Shooting,-76.6579129,39.326057,Black,Male,27,2010-03-21,3400 Park Heights Ave
Shooting,-76.6086739,39.311933,Black,Male,50,2010-03-21,1900 Boone St
Shooting,-76.5747632,39.3207391,Black,Male,25,2010-03-18,3200 Belair Rd
Shooting,-76.5398285,39.3141528,Black,Male,25,2010-03-15,6510 frankford ave
Shooting,-76.6197365,39.3177678,Black,Male,37,2010-03-15,200 W. 25th St
Blunt Force,-76.6304128,39.3166895,Black,Male,1,2010-03-14,700 Druid Park Lake Drive
Shooting,-76.614359,39.319465,Black,Male,22,2010-03-12,2600 N Calvert St
Shooting,-76.650299,39.289548,Black,Male,20,2010-03-05,2100 w. fayette st
Shooting,-76.565429,39.328707,Black,Male,23,2010-03-04,4300 Belair Rd
Blunt Force,-76.6351298,39.2859282,Black,Male,44,2010-03-03,201 S. Arlington ST
Shooting,-76.598911,39.306774,Black,Male,29,2010-03-03,1400 N Caroline St
Shooting,-76.646422,39.30539,Black,Male,23,2010-02-26,1500 N. Fulton Ave
Stabbing,-76.6636929,39.3036074,Black,Male,35,2010-02-23,1400 N. Dukeland St
Shooting,-76.565905,39.319507,Black,Male,28,2010-02-21,3500 Cliftmont Ave
Shooting,-76.614102,39.289201,Black,Male,38,2010-02-20,10 S. Light St
Shooting,-76.655238,39.307712,Black,Male,35,2010-02-17,1700 Ruxton Ave
Stabbing,-76.579738,39.2992739,Black,Male,27,2010-02-17,700 n. lakewood ave
Shooting,-76.6713918,39.3452034,Black,Male,21,2010-02-16,3200 Woodland Ave
Shooting,-76.65393,39.301829,Black,Male,38,2010-02-07,1200 N. Bentalou St
Stabbing,-76.6825439,39.28369,Black,Male,24,2010-02-06,4000 Massachusetts Ave
Shooting,-76.6577636,39.3390451,Black,Male,30,2010-02-05,2400 Loyola Southway
Shooting,-76.650708,39.295252,Black,Male,34,2010-02-03,2100 Edmondson Ave
Shooting,-76.648649,39.313216,Black,Male,27,2010-02-01,2200 N. Monroe St
Stabbing,-76.631031,39.2899794,Black,Male,31,2010-01-29,851 W. Fayette St
Shooting,-76.602856,39.312206,Black,Male,35,2010-01-25,1900 Aisquith St
Stabbing,-76.5676803,39.3708439,Black,Male,20,2010-01-23,6900 McClean Blvd
Shooting,-76.598617,39.309774,Black,Male,21,2010-01-19,1700 N. Caroline St
Stabbing,-76.621472,39.295098,Black,Male,27,2010-01-18,400 W. Franklin St
Shooting,-76.6295346,39.2979405,Black,Male,19,2010-01-18,600 W Hoffman St
Shooting,-76.654267,39.309806,Black,Male,48,2010-01-16,2300 W. North Ave
Shooting,-76.56697,39.330646,Black,Male,20,2010-01-10,3900 Eierman Ave
Shooting,-76.580521,39.301475,Black,Male,38,2010-01-10,900 N. Glover St.
Blunt Force,-76.583023,39.306144,Black,Male,41,2010-01-07,1300 N. Milton Ave
Shooting,-76.660037,39.288817,Black,Male,21,2010-01-06,100 N. Franklintown Rd
Shooting,-76.655603,39.320578,Black,Male,33,2010-01-03,2312 Ocala Ave
Shooting,-76.6658,39.35,Black,Male,31,2011-12-28,2800 W Garrison Ave
Shooting,-76.6303656,39.2497292,Black,Male,30,2011-12-24,2700 Giles Rd
Blunt Force,-76.6050081,39.3298976,Black,Female,67,2011-12-22,800 E 34 St
Shooting,-76.6561347,39.2848378,Black,Male,40,2011-12-21,2500 W Pratt St
Shooting,-76.668988100000007,39.3025989,Black,Male,29,2011-12-19,1500 Rosedale St
Shooting,-76.6516719,39.2904384,Black,Male,27,2011-12-18,200 N Smallwood St
Shooting,-76.5640965,39.3292509,Black,Male,32,2011-12-17,4200 Nicholas Ave
Shooting,-76.678629,39.312457,Black,Male,23,2011-12-16,2200 Elsinore Ave
Stabbing,-76.6577865,39.3313549,Black,Male,58,2011-12-10,2500 Violet Ave
Shooting,-76.614864,39.323517,Black,Male,22,2011-12-08,2900 N. Calvert St
Stabbing,-76.57214,39.292724,Hispanic,Male,27,2011-12-06,1 N. East Ave
Shooting,-76.6164079,39.310906,Black,Male,35,2011-12-06,1 E. North Ave
Shooting,-76.652699,39.281269,Black,Male,29,2011-11-29,500 S Bentalou St
Shooting,-76.632295,39.294626,Black,Male,25,2011-11-22,900 W Franklin St
Shooting,-76.6374869,39.2968339,Black,Male,25,2011-11-15,700 N Carrollton Ave
Shooting,-76.656086,39.307679,Black,Male,32,2011-11-14,1700 Moreland St
Shooting,-76.599329,39.315444,Black,Male,18,2011-11-12,2200 Aiken St
Shooting,-76.6278198,39.2979889,Black,Male,20,2011-11-12,1000 Pennsylvania Ave
Shooting,-76.5755812,39.3268874,Black,Female,26,2011-11-11,2600 kentucky ave
